CRPName,CID,Party,DistIDRunFor,State,District
"Charbonneau, Mary Jean",N00010148,I,MA06,MA,6
"Charles, Richard",N00034591,I,NVS1,NV,S1
"Chase, Brad",N00043633,3,WAS1,WA,S1
"Chastain, Chris",N00042214,D,SC04,SC,4
"Chatlos, Rob",N00041661,D,IN09,IN,9
"Chauncey, Shelly",N00042495,D,PA05,PA,5
"Chavez, Annie",N00041519,D,NM01,NM,1
"Chavez, Norma",N00042257,D,TX16,TX,16
"Chavez, Rocky",N00036918,R,CA49,CA,49
"Cheader, Robert Neil",N00041070,I,CA20,CA,20
"Cheadle, Gregory",N00034603,R,CA01,CA,1
"Chen, Jay",N00034000,D,CA39,CA,39
"Cheney, Carole",N00041339,D,IL06,IL,6
"Cheney, Liz",N00035504,R,WY01,WY,1
"Cherfilus-Mccormick, Sheila",N00043504,D,FL20,FL,20
"Cherny, Dimitri",N00036868,R,SC01,SC,1
"Chery, Jacques",N00042156,D,MO06,MO,6
"Chesser, Allen",N00041836,R,NC02,NC,2
"Chiero, Gary",N00042695,R,OH12,OH,12
"Chillara, Sridhar",N00043033,R,NJ06,NJ,6
"Chin, Doug",N00042106,D,HI01,HI,1
"Chirino, Angie",N00042099,R,FL27,FL,27
"Choudhury, Mizanur",N00043204,D,NY05,NY,5
"Chrin, John",N00041182,R,PA08,PA,8
"Christensen, Jason",N00041229,3,UT03,UT,3
"Christiana, Jim",N00041043,R,PAS2,PA,S2
"Christie, Jennifer",N00042433,D,IN05,IN,5
"Chu, Judy",N00030600,D,CA27,CA,27
"Chubb, Larry",N00042823,D,IN01,IN,1
"Churchman, Peter",N00042934,L,TX17,TX,17
"Ciardullo, Joe",N00043448,3,NY17,NY,17
"Cicilline, David",N00032019,D,RI01,RI,1
"Cimbrelo, Bill",N00040168,D,MA09,MA,9
"Cisneros, Gil",N00041464,D,CA39,CA,39
"Clark, Anthony",N00041111,D,IL07,IL,7
"Clark, David",N00043236,D,PA07,PA,7
"Clark, Katherine",N00035278,D,MA05,MA,5
"Clark, Ken",N00043053,R,UT02,UT,2
"Clark, Mike",N00038836,D,TX31,TX,31
"Clarke, Yvette D",N00026961,D,NY09,NY,9
"Clarkson, Gavin",N00042175,R,NM02,NM,2
"Clasby, James Brian",N00041689,I,NY23,NY,23
"Clay, Nathan",N00040879,3,CO07,CO,7
"Clay, William L Jr",N00012460,D,MO01,MO,1
"Claytor, Chris",N00025105,L,TX03,TX,3
"Claytor, Reginald H",N00043110,I,CA07,CA,7
"Cleaver, Emanuel",N00026790,D,MO05,MO,5
"Cleaves, Phil",N00040911,D,ME02,ME,2
"Clegg, Dave",N00041381,D,NY19,NY,19
"Clements, Paul",N00035238,D,MI06,MI,6
"Clemmons, Christopher",N00042436,L,KS03,KS,3
"Cleveland, Hosea",N00036373,D,SC03,SC,3
"Clifford, David",N00042079,R,CA47,CA,47
"Cline, Ben",N00042296,R,VA06,VA,6
"Cloud, Michael",N00041882,R,TX27,TX,27
"Clyburn, James E",N00002408,D,SC06,SC,6
"Cobb, Alan Earl",N00040717,R,KS04,KS,4
"Cobb, Tedra",N00041382,D,NY21,NY,21
"Cobert, Mitchell",N00042168,D,NJ11,NJ,11
"Cockburn, Leslie",N00041460,D,VA05,VA,5
"Coday, Art",N00031451,R,WAS1,WA,S1
"Coffay, Matt",N00041147,D,NC11,NC,11
"Coffman, Bob",N00041639,D,FL06,FL,6
"Coffman, Mike",N00024753,R,CO06,CO,6
"Cohen, Bob",N00043449,3,NY19,NY,19
"Cohen, Lawrence",N00042484,R,OH12,OH,12
"Cohen, Ron",N00038408,R,CA17,CA,17
"Cohen, Steve",N00003225,D,TN09,TN,9
"Coker, Adam",N00038717,D,NC13,NC,13
"Cole, Darren",N00040602,D,NY16,NY,16
"Cole, Erin",N00041526,D,NY27,NY,27
"Cole, Tom",N00025726,R,OK04,OK,4
"Coleman, Andy",N00040745,R,OK01,OK,1
"Coleman, Bonnie",N00036158,D,NJ12,NJ,12
"Coleman, Linda",N00041976,D,NC02,NC,2
"Collias, Gina",N00042661,R,NC10,NC,10
"Collica, Chip",N00041867,I,PA07,PA,7
"Collier, Erin",N00042885,D,NY19,NY,19
"Collins, Chris",N00001285,R,NY27,NY,27
"Collins, Doug",N00033518,R,GA09,GA,9
"Collins, Joe Edward",N00042611,D,CA43,CA,43
"Collins, Kellie",N00040694,D,GA10,GA,10
"Colombo, Nathan",N00040702,D,IL12,IL,12
"Colton, Keith C",N00042689,R,OH09,OH,9
"Colvin, Alicia",N00043082,R,UTS1,UT,S1
"Colvin, Jesse",N00041812,D,MD01,MD,1
"Combee, Neil",N00043318,R,FL15,FL,15
"Combs, Gwendolynn Millen",N00041476,D,AR02,AR,2
"Comegys, Scott",N00042475,D,NY24,NY,24
"Comer, James",N00038260,R,KY01,KY,1
"Comer, Natasha Venita",N00042298,D,VA07,VA,7
"Comstock, Barbara",N00036023,R,VA10,VA,10
"Conaway, Mike",N00026041,R,TX11,TX,11
"Condit, Jim Jr",N00025431,3,OH02,OH,2
"Conley, Don III",N00042931,L,TX14,TX,14
"Connelly, Chad",N00040756,R,SC05,SC,5
"Conner, Phillip",N00041806,D,LA03,LA,3
"Connolly, Gerry",N00029891,D,VA11,VA,11
"Conyers, Ian",N00042855,D,MI13,MI,13
"Conyers, John III",N00042454,D,MI13,MI,13
"Conyers, John Jr",N00004029,D,MI13,MI,13
"Cook, John W",N00042518,R,TX10,TX,10
"Cook, Paul",N00034224,R,CA08,CA,8
"Cooper, Bridgette",N00043024,R,MD08,MD,8
"Cooper, Dave",N00042815,D,GA09,GA,9
"Cooper, Jim",N00003132,D,TN05,TN,5
"Cooper, Jimmy",N00042103,3,GA08,GA,8
"Cooper, John",N00042506,R,TX04,TX,4
"Cope, Ken",N00036059,R,TX06,TX,6
"Copeland, Maurice",N00043342,3,MO05,MO,5
"Copley, Bo",N00041474,R,WVS1,WV,S1
"Coppola, Sergio",N00041891,D,VA06,VA,6
"Corbin-Johnson, Shavonnia",N00041859,D,PA10,PA,10
"Corby-O'Neill, Ruby",N00043501,R,CT05,CT,5
"Corey, Matthew",N00035056,R,CTS1,CT,S1
"Corker, Bob",N00027441,R,TNS1,TN,S1
"Corlew, Bob",N00042503,R,TN06,TN,6
"Correa, Lou",N00037260,D,CA46,CA,46
"Cortes Barragan, Rodolfo",N00042074,3,CA40,CA,40
"Cortney, Michael",N00043543,R,WA03,WA,3
"Coson, Gary",N00042755,R,CAS2,CA,S2
"Costa, Jim",N00026341,D,CA16,CA,16
"Costello, Fred",N00038661,R,FL06,FL,6
"Costello, Ryan",N00031064,R,PA06,PA,6
"Cottam, Bringham Rhead",N00041220,R,UT03,UT,3
"Cottrell, Dana",N00043014,D,FL11,FL,11
"Couch, John",N00042839,R,IN07,IN,7
"Courtney, Joe",N00024842,D,CT02,CT,2
"Covington, Rachel",N00039102,R,IN08,IN,8
"Cowen, Martin",N00042816,L,GA13,GA,13
"Cox, Steve",N00041634,I,CA39,CA,39
"Cox, T J",N00028122,D,CA21,CA,21
"Craddock, Jay",N00041040,D,NVS1,NV,S1
"Craig, Angie",N00037039,D,MN02,MN,2
"Craig, Christine E",N00042904,D,PA07,PA,7
"Craig, Ray",N00039711,R,SC05,SC,5
"Crain, Jo",N00043407,3,MOS2,MO,S2
"Cramer, Kevin",N00004614,R,NDS2,ND,S2
"Cramer, Tom",N00030990,D,WA08,WA,8
"Crary, Jim",N00039419,D,OR02,OR,2
"Craven , Mike",N00042630,R,KY03,KY,3
"Crawford, Dennis",N00035619,D,NE01,NE,1
"Crawford, Rick",N00030770,R,AR01,AR,1
"Crenshaw, Dan",N00042224,R,TX02,TX,2
"Crew, John ""Jack""",N00043281,R,CAS2,CA,S2
"Crider, Mike",N00041659,R,IN06,IN,6
"Crim, Larry R",N00025648,R,TNS1,TN,S1
"Crist, Charlie",N00002942,D,FL13,FL,13
"Cristiani, Calen",N00040674,D,FL16,FL,16
"Cristo, Anthony",N00042932,L,TX15,TX,15
"Crochetiere, Bruce",N00043440,R,NH01,NH,1
"Cronhardt, Evan",N00043293,R,MDS1,MD,S1
"Crossey, Michael J",N00041530,D,PA14,PA,14
"Crow, Jason",N00040876,D,CO06,CO,6
"Crow, Robert",N00030557,D,OH13,OH,13
"Crowe, Derrick",N00040982,D,TX21,TX,21
"Crowley, John",N00042407,D,FL14,FL,14
"Crowley, Joseph",N00001127,D,NY14,NY,14
"Crutcher, Chanda Mills",N00042343,I,ALS1,AL,S1
"Cruz, Erin",N00042557,R,CAS2,CA,S2
"Cruz, Ted",N00033085,R,TXS2,TX,S2
"Cuellar, Henry",N00024978,D,TX28,TX,28
"Culberson, John",N00009738,R,TX07,TX,7
"Cullen, Jeffrey",N00043137,R,CA52,CA,52
"Culler, Anthony",N00038790,R,TX01,TX,1
"Cullop, Ben",N00041416,D,VA05,VA,5
"Cullum, John",N00034497,R,CA39,CA,39
"Cummings, Dave",N00043015,R,FL18,FL,18
"Cummings, Elijah E",N00001971,D,MD07,MD,7
"Cunningham, Joe",N00041400,D,SC01,SC,1
"Cunningham, Robb",N00028439,L,MO01,MO,1
"Cunningham, William",N00042165,D,NJ02,NJ,2
"Curbelo, Carlos",N00035403,R,FL26,FL,26
"Curtis, John",N00041221,R,UT03,UT,3
"Curtis, Tod",N00041348,D,IN09,IN,9
"Cutright, Judith",N00043464,I,TX27,TX,27
"D'Alessandro, Pete",N00041647,D,IA03,IA,3
"D'Silva, Reuben",N00039564,D,NV01,NV,1
"Dacey, Scott",N00041364,R,NC03,NC,3
"Dady, Sara",N00041653,D,IL16,IL,16
"Daggett, Tony",N00042824,D,IN01,IN,1
"Dagnesses, Rafael",N00035563,R,CA26,CA,26
"Dahl, Paul",N00041946,D,IA04,IA,4
"Dahm, Nathan Ryan",N00031336,R,OK01,OK,1
"Daley, Mary Jo",N00043234,D,PA04,PA,4
"Daly, Paul",N00043011,I,CO01,CO,1
"Dandridge, Shawn",N00042241,R,TX06,TX,6
"Daniels, Sholdon",N00040970,R,TX04,TX,4
"Darius, Wade",N00042094,D,FL10,FL,10
"Das, Abhijit Beej",N00041811,D,MA03,MA,3
"Das, Mona",N00041422,D,WA08,WA,8
"Dash, Stacey",N00042786,R,CA44,CA,44
"Daugherty, Rick",N00033827,D,PA07,PA,7
"David, Dan",N00042500,R,PA04,PA,4
"David, Steven",N00041404,D,TX08,TX,8
"Davids, Sharice",N00042626,D,KS03,KS,3
"Davidson, DeMarco",N00041828,D,MO01,MO,1
"Davidson, Margo",N00042903,D,PA05,PA,5
"Davidson, Rob",N00040913,D,MI02,MI,2
"Davidson, Warren",N00038767,R,OH08,OH,8
"Davis, Adam",N00042726,3,UT01,UT,1
"Davis, Danny K",N00004884,D,IL07,IL,7
"Davis, J Jason",N00042840,R,IN07,IN,7
"Davis, James",N00042783,I,CA23,CA,23
"Davis, John Timothy",N00042213,D,SC04,SC,4
"Davis, Melissa",N00041563,D,GA07,GA,7
"Davis, Pat",N00041466,D,NM01,NM,1
"Davis, Paul",N00041471,D,WV03,WV,3
"Davis, Paul",N00041805,D,KS02,KS,2
"Davis, Richard H",N00040556,D,AR04,AR,4
"Davis, Richmond",N00042449,R,MD07,MD,7
"Davis, Rodney",N00034784,R,IL13,IL,13
"Davis, Susan A",N00009604,D,CA53,CA,53
"Davison, Johnathan",N00042522,R,TX24,TX,24
"Daw, Brad",N00041214,R,UT03,UT,3
"Day, Roger",N00036127,D,IN04,IN,4
"Day, Tim",N00033328,R,TXS2,TX,S2
"Dayton, Margaret",N00041215,R,UT03,UT,3
"De La Fuente, Ricardo",N00040637,D,FL24,FL,24
"De La Fuente, Rocky",N00038339,R,WAS1,WA,S1
"De La Torre, John Farmer",N00041514,D,MO07,MO,7
"De Leon, Kevin",N00042033,D,CAS2,CA,S2
"De Stefano, Stefano",N00041290,R,TXS2,TX,S2
"Deal, James Robert",N00043634,3,WAS1,WA,S1
"Deam, Dirk",N00040826,D,IA04,IA,4
"Dean, Glen",N00043256,R,TN05,TN,5
"Dean, James",N00041923,R,MTS1,MT,S1
"Dean, Madeleine",N00042894,D,PA04,PA,4
"Dean, Sarah",N00041924,D,MTS1,MT,S1
"Debates, Jaye",N00042429,R,IL16,IL,16
"Debono, Dan",N00041524,R,NY03,NY,3
"Decillis, Mike",N00041160,D,NY11,NY,11
"Dee, Michael",N00042724,I,TX32,TX,32
"Deen, Sam",N00042234,R,TX05,TX,5
"DeFazio, Peter",N00007781,D,OR04,OR,4
"DeGette, Diana",N00006134,D,CO01,CO,1
"Degrow, Richie",N00041600,D,TX10,TX,10
"Deitch, Douglas",N00043120,D,CA20,CA,20
"Del Rio, Martin",N00042034,D,INS1,IN,S1
"DeLauro, Rosa L",N00000615,D,CT03,CT,3
"DelBene, Suzan",N00030693,D,WA01,WA,1
"Delgado, Antonio",N00040741,D,NY19,NY,19
"Della Pia, Max",N00041388,D,NY23,NY,23
"Delong, Paul",N00026048,R,PAS2,PA,S2
"Demapan, Angel Aldan",N00041832,R,MP00,MP,0
"Demarco , Adam D.",N00042442,D,MD03,MD,3
"Demarco, Adam",N00042092,D,DC00,DC,0
"Demartini, Frank",N00041765,R,CA43,CA,43
"Demasi, Chase",N00041479,R,CA12,CA,12
"Demings, Val",N00033449,D,FL10,FL,10
"deNeufville, Peter",N00043186,R,NJ11,NJ,11
"Denham, Jeff",N00031593,R,CA10,CA,10
"Dennerll, Norbert",N00003534,D,OH04,OH,4
"Denney, Audrey",N00042063,D,CA01,CA,1
"Denning, Richard",N00043203,R,NY01,NY,1
"Dent, Mark",N00042199,D,OH16,OH,16
"Depizzo, Chris",N00041992,R,OH13,OH,13
"Desai, Chintan",N00042046,D,AR01,AR,1
"DeSantis, Ron",N00034746,R,FL06,FL,6
"Desaulnier, Mark",N00030709,D,CA11,CA,11
"Desjadon, Michael",N00042954,R,VA06,VA,6
"Desjarlais, Scott",N00030957,R,TN04,TN,4
"Deters, Brian",N00042121,D,IL18,IL,18
"Deutch, Ted",N00031317,D,FL22,FL,22
"Devine, Bill",N00043434,R,MD05,MD,5
"Devine, John",N00036077,I,MAS1,MA,S1
"Devito, Michael Jr",N00041159,D,NY11,NY,11
"DeWeese, Calvin",N00039160,L,TX13,TX,13
"Dewitt, Justin",N00042133,D,LA06,LA,6
"Diangelo, Craig",N00042090,R,CT05,CT,5
"Diaz, Minerva Dr",N00042770,R,VAS1,VA,S1
"Diaz-Balart, Mario",N00025337,R,FL25,FL,25
"Diegel, Christian",N00042345,R,AZS2,AZ,S2
"Diehl, Geoff",N00041035,R,MAS1,MA,S1
"Diemand, Larry",N00041175,D,OH14,OH,14
"Diffendal, Jennifer",N00042800,D,CO06,CO,6
"Diganvker, Jitendra",N00042118,R,IL08,IL,8
"Dightman, Douglas",N00043544,R,WA06,WA,6
"Dikeman, Neal",N00042989,L,TXS2,TX,S2
"Dilks, Paul",N00043184,R,NJ01,NJ,1
"Dillard, Godfrey J",N00004010,D,MI13,MI,13
"Dilley, Brenden",N00042059,R,AZ08,AZ,8
"Dillingham, Thomas",N00042364,R,TX06,TX,6
"Dillon, James J",N00001065,3,NY14,NY,14
"Dillon, Patrick",N00043545,3,WA08,WA,8
"DiMasi, Elaine",N00041847,D,NY01,NY,1
"Ding, Eric",N00042908,D,PA10,PA,10
"Dinge, Dennis",N00040934,D,NM01,NM,1
"Dingell, Debbie",N00036149,D,MI12,MI,12
"DiNicola, Ron",N00001428,D,PA16,PA,16
"DiPizio, Rosanne",N00041855,R,NY26,NY,26
"DiSanto, Delina",N00042777,D,AZ04,AZ,4
"Doane, Raymon",N00042085,L,CO01,CO,1
"Dodson, David",N00042998,I,WYS1,WY,S1
"Doggett, Lloyd",N00006023,D,TX35,TX,35
"Dolgos, Stephen",N00034876,R,AZ08,AZ,8
"Domanik, Darlene",N00040723,D,MI08,MI,8
"Donahue, Alicia",N00041133,D,MN03,MN,3
"Donaldson, Scott",N00042664,D,NC11,NC,11
"Donkervoet, Alex",N00042505,R,TX03,TX,3
"Donnelly, Joe",N00026586,D,INS1,IN,S1
"Donnelly, Tim",N00039380,R,CA08,CA,8
"Donovan, Dan",N00036928,R,NY11,NY,11
"Dopp, David",N00042826,R,IN01,IN,1
"Dosev, Cris",N00039508,R,FL01,FL,1
"Dotson, Howard",N00041637,D,CO02,CO,2
"Doty, Sally",N00042459,R,MS03,MS,3
"Douglas, Amanda",N00043214,D,OK01,OK,1
"Douglas, Dion A",N00042124,D,IN05,IN,5
"Dove, Jeff",N00040772,R,VA11,VA,11
"Dowling, Sandra Elaine Dr",N00043497,R,AZ08,AZ,8
"Downing, Ryan",N00036501,R,CA38,CA,38
"Downing, Troy",N00041283,R,MTS1,MT,S1
"Doyle, Marge",N00041755,D,CA08,CA,8
"Doyle, Mike",N00001373,D,PA18,PA,18
"Drake, Frank",N00040028,D,MN05,MN,5
"Dransfield, Jeff",N00043080,D,UTS1,UT,S1
"Drew, Danny",N00040820,D,UTS1,UT,S1
"Driessen, Ken",N00025241,I,WI07,WI,7
"Driskell, Gretchen",N00036938,D,MI07,MI,7
"Drummer, Demond",N00041108,D,IL01,IL,1
"Dubberly, Shannon",N00042242,R,TX06,TX,6
"Duck, Andrew",N00027577,D,MD06,MD,6
"Duenas, Angelica",N00041309,3,CA29,CA,29
"Duerden, Gregory C.",N00043060,3,UT03,UT,3
"Duffy, Sean P",N00030967,R,WI07,WI,7
"Dugas, Lee",N00036763,D,LA01,LA,1
"Dugdale, Sean",N00040901,D,IN05,IN,5
"Dunaway, Kelli",N00041361,D,MO02,MO,2
"Dunbar, Cynthia",N00029768,R,VA06,VA,6
"Duncan, Chris",N00042926,L,TX08,TX,8
"Duncan, Dennis",N00041752,D,CA01,CA,1
"Duncan, Jeff",N00030752,R,SC03,SC,3
"Duncan, John",N00040762,D,TX06,TX,6
"Dunham, Gregory P",N00042693,R,OH11,OH,11
"Dunkley, Jonathan",N00043095,D,AR02,AR,2
"Dunn, Aubrey",N00043306,L,NMS1,NM,S1
"Dunn, Lloyd",N00042722,I,TN06,TN,6
"Dunn, Marvin",N00041943,D,FL27,FL,27
"Dunn, Morgan",N00042655,R,MS03,MS,3
"Dunn, Neal",N00037442,R,FL02,FL,2
"Dunson, Gregory",N00043374,R,OK05,OK,5
"DuPont, Rich",N00043419,R,CT05,CT,5
"Durham, Thomas",N00042173,D,NM02,NM,2
"Duterte, Edwin",N00041635,R,CA43,CA,43
"Earl, Angelica",N00042038,D,MOS2,MO,S2
"Eason, Donald Jr",N00042841,R,IN07,IN,7
"Eastman, Kara",N00040926,D,NE02,NE,2
"Ebben, Bill",N00042687,D,OH08,OH,8
"Ebel, Jon",N00041652,D,IL13,IL,13
"Eble, Julia",N00042897,D,PA05,PA,5
"Eckhart, Don",N00030273,R,OHS1,OH,S1
"Eddy, Chuck",N00042639,R,KY06,KY,6
"Eden, Madeline",N00042251,D,TX10,TX,10
"Edom, Jeremy Lee",N00037655,I,IN05,IN,5
"Edwards, Adrienne",N00036508,D,CAS2,CA,S2
"Edwards, Dejuan",N00043375,R,OK05,OK,5
"Edwards, Eddie",N00040927,R,NH01,NH,1
"Edwards, Greg",N00041865,D,PA07,PA,7
"Edwards, Jasen Lemar",N00042172,I,NM02,NM,2
"Edwards, Mickey",N00040939,D,OH02,OH,2
"Edwards, Ragin",N00040688,D,GA06,GA,6
"Edwards, Roger",N00041938,R,CO06,CO,6
"Eggman, Michael",N00035313,D,CA10,CA,10
"Ehr, Phil",N00041323,D,FL01,FL,1
"Eichelberger, John",N00042498,R,PA13,PA,13
"Eichholz, Rich",N00041356,D,MI06,MI,6
"Eisen, Michael",N00041439,I,CAS2,CA,S2
"Eisner, Gil",N00042671,I,NV03,NV,3
"Elbinger, Lewis",N00042062,3,CA01,CA,1
"Elborn, Martin",N00042439,R,MD01,MD,1
"Elder, Patrick J.",N00043509,3,MD05,MD,5
"Elgin, Timothy",N00043288,3,CTS1,CT,S1
"Eliason, Eric R",N00042952,3,UT01,UT,1
"Elleson, John",N00042422,R,IL09,IL,9
"Ellinger, Michael",N00042080,D,CA48,CA,48
"Ellis, Kathryn",N00040922,D,MO08,MO,8
"Ellis, Roland",N00042830,D,IN04,IN,4
"Ellison, Brian",N00042036,L,MIS2,MI,S2
"Ellison, Brian James",N00043436,L,MI08,MI,8
"Ellison, Keith",N00028257,D,MN05,MN,5
"Ellyson, Daniel",N00041100,R,GA08,GA,8
"Ellzey, Jake",N00042243,R,TX06,TX,6
"Elsasser, Kurt",N00042644,R,MD06,MD,6
"Emert, Jason",N00042005,R,TN02,TN,2
"Emery, Stephen",N00043566,D,MNS2,MN,S2
"Emig, Zach",N00040937,D,NY11,NY,11
"Emmer, Tom",N00035440,R,MN06,MN,6
"Enderlin, Chuck",N00041096,D,GA03,GA,3
"Endriss, Donald",N00039783,I,FL23,FL,23
"Engebretson, Margaret Ruth",N00042733,D,WI07,WI,7
"Engel, Eliot L",N00001003,D,NY16,NY,16
"English, George",N00001895,D,MD06,MD,6
"Enoch, Vanessa",N00042480,D,OH08,OH,8
"Enstad, Chad",N00043171,3,MN07,MN,7
"Epley, James",N00043250,R,SC04,SC,4
"Epstein, Dan",N00040981,D,TX19,TX,19
"Epstein, Lena",N00041968,R,MI11,MI,11
"Epstein, Lena",N00041282,R,MIS2,MI,S2
"Erdmann, Jeff",N00041132,D,MN02,MN,2
"Escobar, Veronica",N00041702,D,TX16,TX,16
"Eshoo, Anna",N00007335,D,CA18,CA,18
"Espaillat, Adriano",N00034549,D,NY13,NY,13
"Espinoza, Brian",N00041308,L,CA27,CA,27
"Espy, Mike",N00003295,D,MSS1,MS,S1
"Estes, Ron",N00040712,R,KS04,KS,4
"Estes, Ron M",N00043598,R,KS04,KS,4
"Esty, Elizabeth",N00033217,D,CT05,CT,5
"Evans, Brian",N00026894,R,HI01,HI,1
"Evans, Dwight",N00038450,D,PA03,PA,3
"Evans, J David",N00042444,R,MD03,MD,3
"Evans, Jermaine",N00041489,R,FL14,FL,14
"Evans, Jim",N00034408,R,MO07,MO,7
"Evans, Michael Ted",N00043349,D,MS03,MS,3
"Evans, Paul",N00043000,R,AZ03,AZ,3
"Everhard, Janet",N00040452,D,OH02,OH,2
"Ewert, Brian",N00042734,D,WI07,WI,7
"Eze, Nnabu",N00039112,R,MDS1,MD,S1
"Faas, Souraya",N00037154,R,FL26,FL,26
"Faddis, Sam",N00037449,R,MDS1,MD,S1
"Fagan, Linsey",N00041470,D,TX26,TX,26
"Fagg, Russ",N00042039,R,MTS1,MT,S1
"Fairbanks, Chadwick III",N00043051,R,UT01,UT,1
"Fandl, Jeff",N00043322,D,FL22,FL,22
"Faraggi, Eshel",N00042579,D,IN05,IN,5
"Farahi, Hermon",N00041377,D,NV03,NV,3
"Fareed, Justin",N00035705,R,CA24,CA,24
"Farenthold, Blake",N00031672,R,TX27,TX,27
"Farley, Chele",N00042767,R,NYS1,NY,S1
"Farley, Philena Irene",N00043311,3,OHS1,OH,S1
"Farrell-Smith, Kelan John",N00040643,D,CA25,CA,25
"Faso, John",N00037288,R,NY19,NY,19
"Faust, David",N00043397,D,MOS2,MO,S2
"Faust, Gregory",N00040509,L,PA04,PA,4
"Fawell, Bill",N00036891,R,IL17,IL,17
"Feehan, Daniel",N00041358,D,MN01,MN,1
"Feinstein, Dianne",N00007364,D,CAS2,CA,S2
"Fenenbock, Dori",N00041198,D,TX16,TX,16
"Fenty, Shion",N00043259,R,VA04,VA,4
"Ferguson, Dana",N00036272,D,MI01,MI,1
"Ferguson, Drew",N00039090,R,GA03,GA,3
"Ferguson, Jennifer",N00040821,I,WAS1,WA,S1
"Ferkinhoff, Tom",N00042434,R,IN06,IN,6
"Fernald, Colleen",N00028367,I,CAS2,CA,S2
"Ferrara, Steve",N00041064,R,AZ09,AZ,9
"Ferrer, Gabe",N00041787,R,FL27,FL,27
"Fershee, Kendra",N00041899,D,WV01,WV,1
"Few, Sheri",N00040751,R,SC05,SC,5
"Field, Betty",N00041083,D,CO05,CO,5
"Field, John",N00041486,R,CO01,CO,1
"Fields, Vernon",N00040708,R,KS02,KS,2
"Fienning, Ted",N00040958,R,SC01,SC,1
"Fife, Paul",N00041222,R,UT03,UT,3
"Fincher, Steve",N00031141,R,TNS1,TN,S1
"Finkenauer, Abby",N00040888,D,IA01,IA,1
"Finley, Christopher",N00043533,D,TN06,TN,6
"Finley, Russ",N00041525,R,NY21,NY,21
"Fiocchi, Sam",N00043032,R,NJ02,NJ,2
"Fischer, Bruce",N00041695,D,SC07,SC,7
"Fischer, Deb",N00033443,R,NES1,NE,S1
"Fisher, Eric",N00043358,R,NJ09,NJ,9
"Fisher, Jason E",N00041264,D,ALS1,AL,S1
"Fisher, Will",N00041208,D,TX26,TX,26
"Fitch, Gregory",N00041462,I,AK01,AK,1
"Fitzgerald, John",N00032186,R,CA11,CA,11
"Fitzgerald, Steve",N00040902,R,KS02,KS,2
"Fitzherbert, Brian",N00042464,R,NJ02,NJ,2
"Fitzherbert, Ron",N00040935,D,NM02,NM,2
"Fitzpatrick, Brian",N00038779,R,PA01,PA,1
"Flaccavento, Anthony",N00034572,D,VA09,VA,9
"Flake, Jeff",N00009573,R,AZS2,AZ,S2
"Flanagan, Peggy",N00040724,D,MN05,MN,5
"Flanagan, Tricia",N00043415,I,NJS1,NJ,S1
"Flanders, Bob",N00041044,R,RIS1,RI,S1
"Fleischmann, Chuck",N00030815,R,TN03,TN,3
"Fleming, Daniel",N00041071,D,CA25,CA,25
"Fletcher, Lizzie",N00041194,D,TX07,TX,7
"Flinn, George S Jr",N00031656,R,TN08,TN,8
"Flores, Bill",N00031545,R,TX17,TX,17
"Flores, John Walter",N00041520,D,NM01,NM,1
"Flores, Sol",N00042116,D,IL04,IL,4
"Flores, Yolie",N00040609,D,CA34,CA,34
"Flynn, Brian",N00040740,D,NY19,NY,19
"Flynn, Sean",N00038609,R,CA31,CA,31
"Fogarty, Patrick",N00043192,D,NV02,NV,2
"Fonua, Stoney",N00025345,R,UTS1,UT,S1
"Forbes, Stephen",N00043117,D,CA17,CA,17
"Ford, Kim R",N00042091,D,DC00,DC,0
"Forde, Brian",N00041482,D,CA45,CA,45
"Foreman, John",N00043365,I,OK02,OK,2
"Fortenberry, Jeff",N00026631,R,NE01,NE,1
"Foster, Bill",N00029139,D,IL11,IL,11
"Foster, Jack E",N00043101,I,AR04,AR,4
"Foster, Steven",N00043017,D,GA14,GA,14
"Foster, Vanessa Edwards",N00042524,D,TX27,TX,27
"Foster, Will",N00040841,D,AZ02,AZ,2
"Fowler, Che",N00042344,D,AZS2,AZ,S2
"Foxx, Virginia",N00026166,R,NC05,NC,5
"Francis, Jim",N00043429,D,LA01,LA,1
"Franco, Chris",N00042534,D,WA08,WA,8
"Franco, Gary",N00017298,I,WA02,WA,2
"Franco, Ricardo",N00041306,D,CA22,CA,22
"Francois, Vennia",N00042405,R,FL07,FL,7
"Frank, Alexis",N00040830,D,SC05,SC,5
"Frank, Ben",N00040995,D,UT03,UT,3
"Frankel, Lois J",N00002893,D,FL21,FL,21
"Franklin, George",N00041822,D,MI06,MI,6
"Franklin, W Benjamin",N00032367,R,OH09,OH,9
"Franks, Trent",N00006423,R,AZ08,AZ,8
"Fraser, Aaron",N00035625,D,NJ10,NJ,10
"Fraser, Diane",N00042015,D,VA07,VA,7
"Fredland, E.C.",N00043341,3,MO05,MO,5
"Fredrich, John Karl",N00043119,I,CA18,CA,18
"Freeman, April",N00035223,D,FL17,FL,17
"Freeman, Mark",N00037408,R,FL18,FL,18
"Freilich, Daniel",N00031294,D,VT01,VT,1
"Freitas, Nick",N00042367,R,VAS1,VA,S1
"Frelinghuysen, Rodney",N00000684,R,NJ11,NJ,11
"Frenette, Kyle",N00042594,D,WI07,WI,7
