State,Name,CID,FECCandID
GA,Keith Grawert,N00040685,H8GA06294
MI,Aida Gray,N00042853,H8MI06171
GA,Bob Gray,N00040681,H8GA06252
KY,Jim Gray,N00039052,H8KY06172
TX,Phil Gray,N00039153,S8TX00434
FL,Alan Grayson,N00028418,H6FL08213
FL,Dena Grayson,N00037444,H6FL09187
MD,John Graziani,N00036140,S6MD03573
TX,Al Green,N00026686,H4TX09095
PA,Bill Green,N00042893,H8PA02102
TX,Gene Green,N00005870,H2TX29030
TX,James Green,N00042010,H8TX22248
TN,Mark Green,N00041873,H8TN07076
MA,Rick Green,N00041809,H8MA03114
KY,Theodore David Green,N00043162,H8KY06206
CA,Diedra Greenaway,N00041759,H8CA25108
AZ,Joan Greene,N00041063,H8AZ05154
KY,Michael Greene,N00039715,H8KY01058
NY,Steven Greenfield,N00025812,H2NY22097
IA,Theresa Greenfield,N00041334,H8IA03157
NY,DuWayne Gregory,N00037192,H6NY02124
NC,Jeff Gregory,N00031977,H0NC10177
MI,Tim Greimel,N00041969,H8MI11338
SC,Gerhard Gressmann,N00043048,H8SC06107
IN,Darin Griesey,N00013092,H0IN06084
GA,Bradley Griffin,N00042411,H8GA10189
HI,Calvin Griffin,N00036628,H4HI01183
NM,Clayburn Griffin,N00042176,H8NM02230
CT,Jim Griffin,N00000551,H8CT01137
AZ,Michelle Griffin,N00042555,S8AZ00239
GA,Steven Griffin,N00042814,H8GA06401
OR,George Griffith,N00043040,H8OR01221
VA,Morgan Griffith,N00032029,H0VA09055
MD,David R. Griggs,N00043510,H8MD07125
MD,Christina Grigorian,N00042979,S8MD00336
AZ,Raul M Grijalva,N00025284,H2AZ07070
FL,Demetries Grimes,N00042410,H8FL26054
NY,Michael Grimm,N00031401,H0NY13074
OH,Brandon Grisez,N00040743,H8OH12123
ME,Marty Grohman,N00043166,H8ME01203
TN,Ken Gross,N00041597,H8TN02143
NJ,Seth Grossman,N00042875,H8NJ02232
WI,Glenn S Grothman,N00036409,H4WI06048
TX,Mackenzie Grubbs,N00042933,H8TX16158
OH,Jason Bradley Gruber,N00042191,H8OH08089
TN,Jeffrey Grunau,N00043529,H8TN02267
CA,Don Grundmann,N00012707,S4CA00332
TX,John Grunwald,N00034146,H2TX34063
OH,Michael Grusenmeyer,N00042698,H8OH16165
MS,Michael Patrick Guest,N00042458,H8MS03125
OK,Tom Guild,N00032386,H0OK05155
LA,Josh Guillory,N00040720,H8LA03037
GA,Ryan Guillory,N00041097,H8GA04109
NV,Tony Gumina,N00039067,H8NV03267
MA,Scott Gunderson,N00040905,H8MA03064
TX,Patrick Gunnels,N00042921,H8TX02216
CO,Jim Gunning,N00041774,H8CO04117
MI,Suneel Gupta,N00042152,H8MI11346
KY,Brett Guthrie,N00029675,H8KY02031
IL,Luis V Gutierrez,N00004874,H2IL08039
OH,Matthew Guyette,N00035944,H4OH08088
